Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Dominican Republic,DOM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.025668115,0.023603458,2.615575672,5.216729471,2.307997554,8.95253309,5.398798426,5.90170393,6.028107904,3.60390955,2.926432534,1.89328847,1.453872718,1.081713432,0.716340227,0.830298796,0.834917518,0.744314997,1.043718825,1.39861649,1.942683561,1.504610089,1.7585182,1.193407714,1.882539389,4.379026091,1.56227449,2.333733952,2.337271548,2.248977636,1.504085397,0.723166499,0.604646185,-0.01514731,0.443046925,0.765643732,0.571666144,0.377742959,0.582945929,0.914595214,0.243957109,0.448972408,0.570264022,0.346317611,0.417950985,0.251184166,0.157768849,0.293906283,0.336107756,0.256275498,0.335676795,0.401408384,0.44722266,0.251199737,0.274095858,
Algeria,DZA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,11.02104564,14.7337671,18.04838106,10.19820735,7.830093207,4.78616499,4.349063632,3.271881121,3.154786346,3.082503874,2.577205111,2.402258525,1.636623808,1.447912716,0.976788069,1.529645112,0.834685892,0.626632164,0.738000165,0.34472198,0.49859682,0.387668743,0.306871503,0.196063296,0.231669698,0.305407565,0.268732848,0.327315718,0.301301745,0.294390814,0.553163972,0.48549995,0.812463391,0.673223755,0.719593825,0.742658325,0.687313442,0.53921132,0.908747497,0.297363939,0.383294486,0.373814913,0.348114741,0.364046758,0.386501677,0.351491853,0.213054683,0.296032961,0.191536918,0.233468295,0.123207734,0.096226977,0.069897046,0.097512977,0.07550137,
East Asia & Pacific (developing only),EAP,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.664401167,0.703414854,0.888141261,0.791638231,0.713200756,0.833455123,0.912856941,1.107695715,1.186136751,1.119090058,1.09705499,1.174283516,1.173860098,1.037214398,1.150072386,0.862600371,0.741268832,0.615814283,0.920618,0.926112726,0.905134363,0.923140135,0.843832619,0.816964362,0.781705035,0.725779287,0.924783805,1.145723928,1.181006247,1.093882133,1.160471546,1.029995582,1.217475022,1.045110248,0.890741412,0.75921449,0.536819033,0.449190128,0.594415519,0.636464245,0.501587273,0.410896224,0.366642568,0.313919096,0.264935301,0.315111004,0.211610509,0.186132125,0.151662971,0.157391779,0.12439122,0.083762364,0.083013876,0.102584853,0.074928621,
East Asia & Pacific (all income levels),EAS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.597460595,0.564440803,0.58414552,0.533982579,0.410550418,0.488566627,0.516321918,0.54464161,0.523285042,0.498777053,0.441103867,0.459427451,0.419032029,0.335705595,0.346177137,0.276822784,0.222712195,0.188943249,0.199255553,0.212830031,0.222769596,0.226060409,0.208157147,0.198155159,0.188820883,0.180274209,0.173723929,0.176482162,0.169304518,0.169780281,0.178760428,0.151951804,0.178377051,0.152905138,0.138969484,0.131654208,0.109661452,0.098448373,0.133829843,0.138881821,0.105168714,0.098239586,0.095560479,0.084784144,0.074095198,0.095592095,0.072857001,0.072422562,0.06480984,0.070662936,0.057983074,0.041050064,0.04246446,0.057106009,0.04362654,
Europe & Central Asia (developing only),ECA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137176853,0.104926632,0.055528531,0.332893159,0.587703022,0.643338699,0.975848577,0.902829037,0.881371436,0.827641638,0.670278498,0.624334293,1.118207019,1.050863157,1.155148987,1.427313478,0.819563222,0.669478504,0.55495192,0.591667715,0.443251634,0.460916135,0.619893467,0.4905793,0.64576085,0.588118144,0.490947199,0.584726649,
Europe & Central Asia (all income levels),ECS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,0.016593726,0.019974622,0.022347775,0.013315264,0.008317366,0.006472846,0.010940166,0.008713517,0.00677461,0.01573505,0.0236312,0.020381914,0.018799952,0.011658434,0.008849032,0.007749051,0.008719726,0.008137008,0.006035324,0.004240402,0.016620687,0.025835618,0.025417727,0.042805327,0.032450825,0.031476785,0.031111677,0.027322388,0.029249522,0.046610406,0.046278629,0.045693707,0.058577048,0.03487139,0.031161951,0.030096466,0.034813999,0.028287122,0.032503606,0.040759673,0.035683583,0.046764976,0.045475843,0.0392057,0.044869463,
Ecuador,ECU,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.596320771,1.092190653,1.345823228,1.720605593,1.812333986,0.878902678,1.120586865,1.112436284,0.961618319,0.64685498,0.821306631,0.980318897,0.771786355,0.947638869,0.70770272,0.901079203,0.831500392,0.497652946,0.375474536,0.497268162,0.262348246,0.274208417,0.273633067,0.37674983,0.839910904,0.837808966,1.016790641,1.759689576,1.436447276,1.271699423,1.135672051,1.496253231,1.398153197,1.289904178,0.96222917,0.94800067,1.033715619,0.560243305,0.657757042,0.80832509,0.863892367,0.793529458,0.80584107,0.56537274,0.441097042,0.568902878,0.417511805,0.443089744,0.382239909,0.339371309,0.214903125,0.206389728,0.170744087,0.157576975,0.161437586,
"Egypt, Arab Rep.",EGY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,2.420411215,1.834709509,0.594147134,0.422265714,0.145531238,2.24376708,1.693070269,1.609347494,9.438016221,15.57174133,22.51895195,18.75704158,18.63469888,19.06183854,9.240383898,6.4624733,5.959226425,6.150399202,5.53456839,6.19456869,5.676724373,5.213589826,4.310850323,4.318206805,4.198747873,14.41257943,14.77969741,9.011193087,5.405580294,5.20498081,3.366332476,3.218474648,2.539309221,2.28996018,1.77182374,1.360668175,1.325393612,1.49890926,1.232023646,1.979310548,1.158946198,0.832050943,0.86040678,1.061239176,0.528736381,0.274624663,0.18108993,0.669480768,1.977048308,1.200589552,
Euro area,EMU,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.014729107,0.011032257,0.008109109,0.00838557,0.006594473,0.005586207,0.004248714,0.003595462,0.003407982,0.003255502,0.003925145,0.003001051,0.002521018,0.003092601,0.003288355,0.004290637,0.005483899,0.007040334,0.003968571,0.003072724,0.00230296,0.003610268,0.002243446,0.002572476,0.001208837,0.002298881,0.001240568,0.00095525,0.000900281,0.000757344,0.000742288,0.001007522,0.000456998,0.001162643,0.001819831,0.00110711,0.00232427,0.001709835,0.000863854,0.000789175,0.001265431,0.001938599,0.000895437,,,,,,,,,,,,,
Eritrea,ERI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209598939,14.47188474,28.98164833,25.32423245,22.96321728,18.04731041,22.31294274,21.39220923,25.04362784,37.82612038,31.22015716,36.83200226,24.21921485,32.06784418,10.46189133,12.08242546,10.48497246,7.806975108,7.656580365,5.145125803,,,,
Spain,ESP,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,3.345928084,2.589075957,3.952953018,4.449913914,7.604072638,6.428534892,5.947324461,8.902703459,6.386225379,8.335315707,8.15411796,11.14666558,12.3732163,15.52305143,11.5273595,9.595196802,6.810314303,8.516332267,8.408487815,8.398898589,13.48558232,16.98531148,19.00572107,18.1608298,15.59057619,13.34141435,12.97254393,12.28898888,11.78806291,11.57563604,10.95524332,7.452655563,8.171525367,6.464382716,
European Union,EUU,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,0.002943924,0.002256544,0.001912569,0.002397102,0.002567745,0.003328084,0.004287034,0.005536835,0.003120334,0.002399993,0.001767895,0.002724661,0.001703467,0.001964601,0.000922488,0.001747319,0.000963931,0.000742951,0.000690922,0.000582637,0.000579726,0.000788142,0.000361609,0.000924371,0.002762393,0.001438936,0.003199126,0.001740471,0.001064646,0.001103892,0.001672958,0.002818554,0.002127522,0.001018505,0.000871046,0.000857621,0.00132696,0.000919797,0.001273278,0.000991251,0.000773225,,,,,
Fragile and conflict affected situations,FCS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.921718662,7.952737816,7.248848567,12.21471952,7.150235468,6.572072,5.956749087,5.854609767,5.280804355,5.393390309,4.318435677,4.829452314,4.601603676,
Finland,FIN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.999513523,0.897090095,9.159602542,3.607873627,2.53156571,3.094080429,2.799167095,1.797921801,3.901577698,5.053500661,3.30675817,4.509609514,2.769215391,3.467635881,2.669157222,2.896629788,3.390199164,3.248567613,3.194465012,3.051441853,3.027722629,3.286483523,3.025657434,2.963210859,2.697873892,2.786554815,3.282601831,3.041659969,4.917298203,3.66966607,3.844741164,3.333583867,4.280017063,3.871733705,2.335039116,2.299212726,2.226682278,2.160930549,2.299571734,1.857419732,1.695614942,1.575163734,1.853021307,2.206360321,2.403405771,2.168473296,1.86629566,1.526058763,1.31690266,2.482898234,2.513529693,2.152746995,2.798861767,2.216949963,2.122848998,
France,FRA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27981651,46.54724586,33.04060963,49.16686572,41.81222707,35.1938326,47.535462,42.39004014,56.08401023,45.42331197,46.11756247,34.94177787,41.21497955,41.45776982,43.12671702,35.03545973,41.09106004,20.78805136,41.56419399,41.90110728,41.81234475,33.89610569,
Gabon,GAB,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.014837463,0.352131641,1.540795446,2.238241368,7.54760138,6.31820468,5.977880727,6.089132124,4.985052697,6.333154096,7.73538199,6.63091759,6.672636692,5.890105923,1.736346006,3.013151578,1.199698224,1.022223137,2.008244674,1.372180133,1.441379365,1.221433445,1.871482203,2.049533914,2.255646835,1.96195277,2.491261256,2.70690218,2.972859224,3.341654321,2.459171872,2.942941979,1.404291595,2.687474717,4.896819878,3.343248896,2.561549412,0.842239996,1.122897998,1.162899485,0.271849816,0.194318041,1.483144734,-0.182740044,0.607301994,0.710833025,0.330315201,0.474665037,0.454260113,0.692949041,0.821416393,0.459501395,0.492918773,0.585053749,0.691978742,
United Kingdom,GBR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003303125,0.555162281,3.9456755,7.181317445,8.12149092,10.23115444,6.648702447,5.479902802,8.296004026,5.327950111,8.95919384,9.228048804,5.743175454,6.022426094,4.512376309,4.503145237,3.718472403,7.008435697,8.463308456,5.495260577,4.196027282,4.206739579,4.087591587,3.437625576,
Ghana,GHA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.244343765,0.23147712,0.409935371,1.188320385,1.17936118,2.28038673,2.952023535,2.647932405,3.849196413,3.723607021,2.72236755,2.395649952,2.808256049,1.671309302,1.263236131,4.455539008,2.241963469,2.837319069,3.069975175,4.199069789,4.310776812,3.423656303,3.446288371,2.69551775,4.883036096,4.391669031,6.407109434,8.2851879,11.36032558,13.93735511,9.68915908,13.56983726,9.714789154,10.69056936,10.24236363,10.24050948,9.568581607,7.304762446,9.572080591,8.044256926,12.36895039,12.30346064,11.36678024,13.16985149,16.33835241,10.85489984,6.129790091,4.733039193,4.600107861,6.111231081,5.341803699,4.69590569,4.517861301,2.863131889,3.052726949,
Guinea,GIN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,9.501943336,11.51648762,11.31598595,16.0539005,11.58113066,13.25100912,14.22815891,12.83824737,10.82259674,11.51134927,7.884922196,10.3807089,10.36045655,7.025941928,5.233319367,10.51796853,8.702739714,7.945352678,8.203679604,7.456159475,6.537814699,6.058358261,8.222572921,5.21768457,5.062205792,4.402992196,6.487360335,8.179073849,9.145446114,
"Gambia, The",GMB,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,8.11990247,6.446036173,14.18830554,8.125091392,2.50493162,6.482239559,8.480703302,8.715834127,10.76045041,7.004861274,9.579579169,15.20818053,19.96138331,16.78220818,22.21274039,31.33178785,21.99733141,20.2232174,29.00966868,19.14137327,47.33896111,41.23738642,30.60422096,36.91433311,33.35676237,14.85285647,15.64561662,11.53352991,9.456942279,5.895153197,4.333439087,4.971295865,4.824633654,4.354553861,6.595090698,8.055666565,12.02116828,13.55743014,11.03156042,10.21374685,12.14176843,12.88550554,10.08768789,14.28269782,12.70354724,15.14218687,15.52018997,13.0772298,12.12501026,
Guinea-Bissau,GNB,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,0.140055921,,0.011188907,10.18472943,18.62937087,23.66456199,35.76571347,42.75465461,44.95971645,55.46042949,41.88680254,38.76208837,38.63035423,39.30028296,35.39745417,53.51292747,67.09703756,65.2733716,57.20885043,54.15263514,46.97886261,50.41973435,42.66163485,78.70715853,49.84181519,71.78547822,48.98546306,49.81869594,24.94448733,22.65960937,16.12696937,14.74810984,32.32615174,14.66705794,11.47629578,14.84365789,17.68155801,15.7273975,17.96795341,14.81145123,10.85118614,8.234039224,11.00527836,10.6477979,
Equatorial Guinea,GNQ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,1.240672177,16.81056393,2.082178557,0.403643807,0.8047025,,,18.91396,33.93395709,40.41126728,27.43172224,31.67396997,29.54167028,28.80326318,60.46058428,51.23820057,69.40119721,50.35756911,51.29167095,41.27210495,35.44932902,32.19154847,28.30328207,16.44231335,6.14135946,7.597047301,3.871333403,3.147348671,2.253170477,2.45318725,2.264648185,1.967653132,0.91372813,0.374551763,0.384514019,0.29407881,0.613777601,1.41653708,0.250476775,0.135670995,0.045909927,0.007219932,
Greece,GRC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,6.252079977,3.839986889,3.617151816,,,,,,,17.25889169,11.91680339,11.36561397,7.18959607,6.60696882,7.027801073,5.296687958,3.268825475,9.329147825,4.115691302,4.238927384,3.083372986,1.958621011,2.91229651,3.392993662,2.294364499,2.053820253,1.994354331,2.929249144,7.870024396,3.991044776,3.212958183,4.225531915,6.751412134,4.628571429,1.637134358,0.999274311,1.384742647,4.567800258,
Greenland,GRL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.530197445,1.331391525,0.826190687,0.953868409,0.948443959,1.074486626,0.769006912,1.218185622,1.052498259,1.03351789,1.17751105,1.007257193,1.318772194,1.052589821,0.839890825,1.104500157,1.506028279,1.128266272,1.177597846,0.963331968,0.926765154,0.883529874,0.739035912,0.846359529,0.705155863,0.866140786,1.919817699,3.482778077,3.067457671,3.186730297,2.687055177,2.112080318,1.894838144,1.881136331,1.6992796,1.437555821,1.236897226,1.506668784,1.213065725,1.618053626,1.380177343,1.257351789,1.217257481,1.141753076,0.92175074,0.960055626,1.638836124,1.365718151,1.403262636,1.025278166,0.969578659,0.824421375,0.617711726,0.940676135,0.484338133,
Guam,GUM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.844026282,5.419620262,4.781372985,3.850568549,2.84778194,3.520888988,4.139006013,4.905924368,7.262275449,7.910839161,6.887041168,6.222306381,4.534049352,2.770999711,2.949856481,2.099610304,5.121826467,2.744680851,5.758041726,6.845476929,7.435851216,12.93670864,9.271214058,7.298649142,6.32144442,6.981329193,7.165067282,10.52395044,8.445628065,17.152662,61.17266455,54.01897862,31.91685401,28.44010751,16.88769209,15.1068328,21.80319282,39.32233445,14.33904361,13.66057832,17.53672266,17.60100258,10.76613533,13.89769587,21.47817005,19.30378623,12.32354345,7.500232108,8.715138982,8.629482886,7.342671933,6.150786198,3.972421081,3.372045918,5.195616836,
High income,HIC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.051135943,0.054079115,0.054277406,0.055595276,0.032705144,0.032563422,0.037222171,0.03395494,0.034335416,0.031206221,0.025876615,0.026302929,0.026178163,0.023090293,0.021572102,0.02869451,0.03044013,0.033658175,0.024195758,0.028348529,0.024098646,0.024873895,0.021152162,0.025902373,0.023391587,0.028064327,0.025615193,0.018076934,0.015224731,0.015962917,0.015872521,0.016494198,0.016691977,0.014442625,0.0126038,0.008711133,0.015276039,0.005586923,0.007713575,0.004625153,0.002029268,0.002418754,0.00216648,0.002121935,0.001631115,0.001465007,0.001568159,0.001504117,0.001592712,0.001603167,0.001528721,0.000774095,0.000865899,0.000477727,0.000809943,
"Hong Kong SAR, China",HKG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.439409612,0.335802549,0.110907158,0.276208322,0.012362095,0.174996406,0.099495552,0.0986967,0.048742837,0.040575769,0.037234755,0.081450227,0.050920252,0.011398809,0.011032567,-0.011417351,0.020942651,0.013258512,0.012905024,0.053240185,0.038216684,0.031162598,0.025006394,0.029993678,0.041910501,0.05873464,0.046111622,0.039327373,0.037913025,0.060480154,0.051027258,0.041930014,-0.038736026,0.025099862,0.019788369,0.01218914,0.008379214,,,,,,,,,,,,,,,,,,,
Honduras,HND,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.386023536,1.793355856,1.564741166,2.362691737,2.655555556,2.597114317,2.050706334,1.977812446,3.04954305,2.905758939,2.905482581,2.171266808,2.147002073,1.691870477,2.582761998,4.615525114,3.024806319,3.503905139,4.962722987,4.495690764,4.219888733,4.055121043,5.815197237,6.469846788,9.019905213,7.755536493,7.714009555,6.471233938,8.521582144,7.457041878,16.03539937,10.76093329,12.06799545,10.23670714,9.004944574,11.02848116,9.429666695,6.658961626,6.336324286,15.65719295,6.510799255,8.98748299,5.629099279,5.062835057,7.905799028,7.485051738,5.763220691,3.909155659,4.216035036,3.189456295,4.19060194,3.69318301,3.29477241,3.661078305,3.343338487,
Heavily indebted poor countries (HIPC),HPC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,3.487815341,3.674029365,3.097939743,2.975523707,3.09921626,3.269624428,3.262616959,4.248891368,5.199600517,4.596869368,4.638635182,5.275882515,6.218114455,6.762842314,6.491225594,6.690176294,6.93117845,7.15567959,7.92535167,8.514279555,8.782080053,10.11708224,10.92999046,12.92099707,13.2460204,14.7448452,12.81309173,16.47608356,14.56968699,11.81093203,9.744158932,9.493139119,9.167778094,8.002158067,10.25502389,12.16279328,14.10541709,13.08852172,11.69009243,11.03789863,10.39016285,9.460140607,10.32681697,10.0520739,9.028965298,7.811165142,7.046165898,6.300411094,
Croatia,HRV,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23822776,0.564737167,0.169456627,0.155847069,0.211645707,0.306583097,0.541332005,0.539319934,0.359890823,0.292499439,0.277651146,0.413553039,0.276675718,0.352396166,0.278194409,0.226794038,,,,,
Haiti,HTI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.266274549,9.701727658,12.20886039,11.91656631,13.91593177,16.97108727,45.68988191,22.36850794,16.00615448,13.57201605,12.41788119,
Hungary,HUN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,3.805546555,4.34171334,3.711235403,4.795695778,5.937703297,4.353815897,3.632064813,2.495621995,2.191421367,1.716008403,1.077846717,1.185026916,1.363116176,1.258329874,1.081630906,0.995470851,0.900893746,0.807370149,0.721061523,0.926935116,1.723900744,1.919729123,1.889551677,1.571174386,1.64317944,1.615509482,1.27093138,0.899464124,0.663236815,0.483838225,0.384606627,1.392506468,1.641175936,1.099672814,1.021399858,0.756855185,0.784759572,0.053813237,0.931758382,0.377701194,0.218093578,0.250077086,0.200987316,0.189212632,0.046720885,0.007250555,0.007331694,-0.045104298,
Isle of Man,IMN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.944224458,1.552550421,1.587076375,1.993315294,2.127145556,2.131279976,2.676666104,2.709326605,1.722190373,1.531440659,1.306112435,1.471062477,0.848796438,0.899186444,1.219345097,1.606719065,1.673367327,0.801657321,0.810752185,0.874603466,1.15031618,1.001618507,0.803508694,0.827630257,0.776009832,0.674114671,0.789844281,0.601431387,0.652288625,0.594175337,0.433905476,1.010677634,0.838781234,0.521562007,0.70469612,0.476985761,0.477783167,0.391144492,0.377285358,0.320218315,0.291082155,0.353670748,0.337713905,0.118885707,0.108012127,0.22645828,0.146988843,0.112718404,0.173966867,0.184209321,0.166327897,0.178322244,0.092093955,0.132435292,0.147468621,
Not classified,INX,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,0.336487759,0.162265527,0.415652607,0.096172612,0.174568184,0.192727677,0.055484032,0.051503412,-0.013702454,0.019030456,0.002887926,-0.007969519,0.048337966,0.319531662,0.006216425,0.028831188,0.004594622,-0.00047981,0.026870799,0.004720195,0.006216772,0.012275807,0.051442186,0.064809866,0.07412947,0.084995514,,,0.218814888,0.181909199,0.19147612,0.138282142,0.176211111,0.147986363,0.142792976,0.118621823,0.091021987,0.088782959,0.084722012,0.104013887,0.049663617,0.044763931,0.030245672,0.024687303,0.023098578,0.025902496,0.017442003,0.025283521,0.025233442,,
Iraq,IRQ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,0.022595548,0.70890453,0.009012411,0.01775331,-0.004371907,0.043265105,0.062983553,0.158915935,0.010788339,0.017151602,0.035605311,,,,,,,,,,,,,,12.67886624,43.50965671,13.46135688,10.1889418,7.129084072,2.432204933,1.55474926,1.031910522,0.593860454,0.661266094,0.611258367,
Iceland,ISL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,3.664758276,3.094155371,4.118526376,3.817265515,2.832349328,3.370118587,2.809803441,1.820071223,1.580106175,1.221596401,1.195561748,1.317193343,1.2109051,2.074320519,0.964503659,3.932115723,5.349346245,5.937159837,6.809683864,7.043539911,4.240542602,3.41162292,3.596434557,5.060294519,5.042384853,8.537363579,6.760754894,3.641863308,2.901038084,2.742849803,2.676735522,3.012272326,3.204420111,1.951481052,1.681770409,0.372696254,2.187629983,,,,,,,,,,,,,,,,,,,
Italy,ITA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,1.384173693,1.693154611,0.42693279,0.456323064,1.039363572,0.999315978,0.910623572,1.56640268,1.174544643,0.781459021,1.528285215,0.920040088,1.008798436,1.063325657,0.836539012,0.894141487,1.050590302,4.802688714,5.50205043,5.111283161,5.498434605,5.784249432,5.425144968,8.123987073,9.199050844,7.144720796,5.680677796,5.51053697,6.452817768,6.508992174,4.36108131,3.657948855,2.134167906,2.45384476,1.945920706,0.90599701,0.973052171,0.220632614,-0.26549124,0.099697311,0.625112888,0.264291155,0.073747044,0.863434437,0.375971124,0.329352178,0.230815398,0.654240274,1.312669293,1.110418643,0.280919161,0.183280539,0.507960268,0.682298632,
Jordan,JOR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,11.33748151,11.48471554,8.311070248,7.939790661,6.76244627,12.16504102,9.279945992,13.66193856,21.30783454,25.40676055,34.98005129,33.41985522,20.7943215,17.94880984,44.17266336,39.94883979,27.93625834,18.93868833,17.19923032,14.29424527,12.38415604,10.1234774,9.891614596,7.968027973,8.406243578,24.12376367,23.5890237,8.568559121,5.845282866,6.290224811,8.360299863,7.652598706,6.716642326,5.306502661,5.426558991,6.458172442,4.91987752,5.831365899,12.84308002,5.161846657,5.481214763,3.691625596,3.597988805,3.255344412,3.043577846,3.628224833,3.397915312,3.788346241,4.218010422,7.622302759,
Japan,JPN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065699852,0.251817139,0.320483555,0.597878734,0.645964912,1.022784492,1.073364103,1.110404389,0.750631292,0.797218737,1.010274799,0.664605849,0.442218117,0.243602572,0.229418346,0.293921885,0.289731627,0.175929585,0.125638453,0.073361767,0.042669481,0.045298915,
