"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","year","LifeExpectancy"
"1487","Zambia","ZMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1965",45.432
"1488","Zimbabwe","ZWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1965",51.723
"1489","Aruba","ABW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.959
"1490","Andorra","AND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1491","Afghanistan","AFG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",34.214
"1492","Angola","AGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",33.919
"1493","Albania","ALB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",64.962
"1494","Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.27276566
"1495","United Arab Emirates","ARE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",56.126
"1496","Argentina","ARG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.612
"1497","Armenia","ARM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.384
"1498","American Samoa","ASM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1499","Antigua and Barbuda","ATG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",61.748
"1500","Australia","AUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.6
"1501","Austria","AUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.88
"1502","Azerbaijan","AZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",59.758
"1503","Burundi","BDI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.498
"1504","Belgium","BEL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.76
"1505","Benin","BEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",39.218
"1506","Burkina Faso","BFA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",36.231
"1507","Bangladesh","BGD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.612
"1508","Bulgaria","BGR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",69.36
"1509","Bahrain","BHR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.288
"1510","Bahamas, The","BHS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.395
"1511","Bosnia and Herzegovina","BIH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",61.979
"1512","Belarus","BLR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.719
"1513","Belize","BLZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.239
"1514","Bermuda","BMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1515","Bolivia","BOL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",42.87
"1516","Brazil","BRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.933
"1517","Barbados","BRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",61.484
"1518","Brunei Darussalam","BRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",64.057
"1519","Bhutan","BTN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",34.533
"1520","Botswana","BWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.924
"1521","Central African Republic","CAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",37.623
"1522","Canada","CAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.78
"1523","Central Europe and the Baltics","CEB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.8375802
"1524","Switzerland","CHE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",69.56
"1525","Channel Islands","CHI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.293
"1526","Chile","CHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.752
"1527","China","CHN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.57
"1528","Cote d'Ivoire","CIV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",39.619
"1529","Cameroon","CMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",42.879
"1530","Congo, Rep.","COG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.435
"1531","Colombia","COL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.777
"1532","Comoros","COM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",42.39
"1533","Cabo Verde","CPV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.997
"1534","Costa Rica","CRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.904
"1535","Caribbean small states","CSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.77569542
"1536","Cuba","CUB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.079
"1537","Curacao","CUW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1538","Cayman Islands","CYM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1539","Cyprus","CYP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",69.474
"1540","Czech Republic","CZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.18
"1541","Germany","DEU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.488
"1542","Djibouti","DJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.354
"1543","Dominica","DMA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1544","Denmark","DNK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",70.21
"1545","Dominican Republic","DOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.475
"1546","Algeria","DZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.023
"1547","East Asia & Pacific (developing only)","EAP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.44294912
"1548","East Asia & Pacific (all income levels)","EAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",52.35067817
"1549","Europe & Central Asia (developing only)","ECA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.32745786
"1550","Europe & Central Asia (all income levels)","ECS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.33125677
"1551","Ecuador","ECU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.873
"1552","Egypt, Arab Rep.","EGY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.36
"1553","Euro area","EMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.68586881
"1554","Eritrea","ERI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",36.744
"1555","Spain","ESP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.46
"1556","Estonia","EST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.628
"1557","Ethiopia","ETH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",40.155
"1558","European Union","EUU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.71810789
"1559","Fragile and conflict affected situations","FCS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",43.48357732
"1560","Finland","FIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.96
"1561","Fiji","FJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",56.614
"1562","France","FRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.4
"1563","Faroe Islands","FRO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1564","Micronesia, Fed. Sts.","FSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",59.445
"1565","Gabon","GAB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.634
"1566","United Kingdom","GBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.5
"1567","Georgia","GEO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.069
"1568","Ghana","GHA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",47.66
"1569","Guinea","GIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",34.806
"1570","Gambia, The","GMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",33.542
"1571","Guinea-Bissau","GNB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",38.461
"1572","Equatorial Guinea","GNQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",37.034
"1573","Greece","GRC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.416
"1574","Grenada","GRD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.32
"1575","Greenland","GRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1576","Guatemala","GTM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.125
"1577","Guam","GUM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",61.96
"1578","Guyana","GUY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",58.908
"1579","High income","HIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.26174179
"1580","Hong Kong SAR, China","HKG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.461
"1581","Honduras","HND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.354
"1582","Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",40.78744815
"1583","Croatia","HRV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.674
"1584","Haiti","HTI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",44.143
"1585","Hungary","HUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.52
"1586","Indonesia","IDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",51.014
"1587","Isle of Man","IMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1588","India","IND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.679
"1589","Not classified","INX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1590","Ireland","IRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.558
"1591","Iran, Islamic Rep.","IRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.431
"1592","Iraq","IRQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",55.403
"1593","Iceland","ISL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",70.32
"1594","Israel","ISR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",70.91
"1595","Italy","ITA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.17
"1596","Jamaica","JAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.531
"1597","Jordan","JOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",56.574
"1598","Japan","JPN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.45
"1599","Kazakhstan","KAZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",55.712
"1600","Kenya","KEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",47.909
"1601","Kyrgyz Republic","KGZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.63
"1602","Cambodia","KHM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",40.468
"1603","Kiribati","KIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.18
"1604","St. Kitts and Nevis","KNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1605","Korea, Rep.","KOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.726
"1606","Kosovo","KSV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1607","Kuwait","KWT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.011
"1608","Latin America & Caribbean (developing only)","LAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",55.41858575
"1609","Lao PDR","LAO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",43.502
"1610","Lebanon","LBN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.27
"1611","Liberia","LBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",35.124
"1612","Libya","LBY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.291
"1613","St. Lucia","LCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.614
"1614","Latin America & Caribbean (all income levels)","LCN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",56.5981774
"1615","Least developed countries: UN classification","LDC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.96495476
"1616","Low income","LIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",40.25472365
"1617","Liechtenstein","LIE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1618","Sri Lanka","LKA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.205
"1619","Lower middle income","LMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.45788337
"1620","Low & middle income","LMY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.32641894
"1621","Lesotho","LSO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",47.033
"1622","Lithuania","LTU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.13
"1623","Luxembourg","LUX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.453
"1624","Latvia","LVA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67
"1625","Macao SAR, China","MAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.545
"1626","St. Martin (French part)","MAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1627","Morocco","MAR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.08
"1628","Monaco","MCO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1629","Moldova","MDA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.515
"1630","Madagascar","MDG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.936
"1631","Maldives","MDV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.342
"1632","Middle East & North Africa (all income levels)","MEA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.91374937
"1633","Mexico","MEX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.722
"1634","Marshall Islands","MHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1635","Middle income","MIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.03636748
"1636","Macedonia, FYR","MKD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.514
"1637","Mali","MLI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",29.09
"1638","Malta","MLT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.121
"1639","Myanmar","MMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.364
"1640","Middle East & North Africa (developing only)","MNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.4191425
"1641","Montenegro","MNE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.794
"1642","Mongolia","MNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.967
"1643","Northern Mariana Islands","MNP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1644","Mozambique","MOZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",36.115
"1645","Mauritania","MRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",46.352
"1646","Mauritius","MUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.707
"1647","Malawi","MWI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",38.448
"1648","Malaysia","MYS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",61.731
"1649","North America","NAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.89546487
"1650","Namibia","NAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.356
"1651","New Caledonia","NCL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",58.6
"1652","Niger","NER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",35.866
"1653","Nigeria","NGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",38.516
"1654","Nicaragua","NIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.573
"1655","Netherlands","NLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",71.03
"1656","High income: nonOECD","NOC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.884136
"1657","Norway","NOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",71.41
"1658","Nepal","NPL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",37.927
"1659","New Zealand","NZL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",68.1
"1660","High income: OECD","OEC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.06005633
"1661","OECD members","OED","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.79327414
"1662","Oman","OMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",46.358
"1663","Other small states","OSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",46.41511227
"1664","Pakistan","PAK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.184
"1665","Panama","PAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.567
"1666","Peru","PER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.348
"1667","Philippines","PHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",58.226
"1668","Palau","PLW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1669","Papua New Guinea","PNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.942
"1670","Poland","POL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.9
"1671","Puerto Rico","PRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.214
"1672","Korea, Dem. PeopleÍs Rep.","PRK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",52.01
"1673","Portugal","PRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.377
"1674","Paraguay","PRY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.925
"1675","Pacific island small states","PSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.73992413
"1676","French Polynesia","PYF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.031
"1677","Qatar","QAT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",64.143
"1678","Romania","ROU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.538
"1679","Russian Federation","RUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.433
"1680","Rwanda","RWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",42.228
"1681","South Asia","SAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",46.25366364
"1682","Saudi Arabia","SAU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",47.177
"1683","Sudan","SDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.248
"1684","Senegal","SEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",37.57
"1685","Singapore","SGP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",64.074
"1686","Solomon Islands","SLB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",51.65
"1687","Sierra Leone","SLE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",30.657
"1688","El Salvador","SLV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",50.901
"1689","San Marino","SMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1690","Somalia","SOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",37.875
"1691","Serbia","SRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1692","Sub-Saharan Africa (developing only)","SSA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.31285439
"1693","South Sudan","SSD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",32.869
"1694","Sub-Saharan Africa (all income levels)","SSF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.30844327
"1695","Small states","SST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",52.78381573
"1696","Sao Tome and Principe","STP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",52.219
"1697","Suriname","SUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",59.97
"1698","Slovak Republic","SVK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",67.874
"1699","Slovenia","SVN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.5
"1700","Sweden","SWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",71.82
"1701","Swaziland","SWZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",44.165
"1702","Sint Maarten (Dutch part)","SXM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1703","Seychelles","SYC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1704","Syrian Arab Republic","SYR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",55.827
"1705","Turks and Caicos Islands","TCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1706","Chad","TCD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",38.167
"1707","Togo","TGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",42.934
"1708","Thailand","THA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",55.261
"1709","Tajikistan","TJK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",56.27
"1710","Turkmenistan","TKM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",53.448
"1711","Timor-Leste","TLS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",36.336
"1712","Tonga","TON","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.931
"1713","Trinidad and Tobago","TTO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",62.877
"1714","Tunisia","TUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.733
"1715","Turkey","TUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",47.085
"1716","Tuvalu","TUV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1717","Tanzania","TZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",43.648
"1718","Uganda","UGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.885
"1719","Ukraine","UKR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.878
"1720","Upper middle income","UMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",51.51900317
"1721","Uruguay","URY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",65.533
"1722","United States","USA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",66.7
"1723","Uzbekistan","UZB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.941
"1724","St. Vincent and the Grenadines","VCT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.983
"1725","Venezuela, RB","VEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",60.601
"1726","Virgin Islands (U.S.)","VIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",63.536
"1727","Vietnam","VNM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",57.863
"1728","Vanuatu","VUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",48.668
"1729","West Bank and Gaza","PSE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",NA
"1730","World","WLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",54.02156604
"1731","Samoa","WSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.75
"1732","Yemen, Rep.","YEM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",36.275
"1733","South Africa","ZAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",49.064
"1734","Congo, Dem. Rep.","COD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",41.092
"1735","Zambia","ZMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1966",45.794
