"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","year","LifeExpectancy"
"12672","Belarus","BLR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.7
"12673","Belize","BLZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.191
"12674","Bermuda","BMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.46
"12675","Bolivia","BOL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.605
"12676","Brazil","BRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.846
"12677","Barbados","BRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.674
"12678","Brunei Darussalam","BRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.165
"12679","Bhutan","BTN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.071
"12680","Botswana","BWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",61.656
"12681","Central African Republic","CAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",46.768
"12682","Canada","CAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.281
"12683","Central Europe and the Baltics","CEB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.07630412
"12684","Switzerland","CHE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",80.5
"12685","Channel Islands","CHI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.21
"12686","Chile","CHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.606
"12687","China","CHN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.689
"12688","Cote d'Ivoire","CIV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",49.746
"12689","Cameroon","CMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",53.092
"12690","Congo, Rep.","COG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.732
"12691","Colombia","COL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.907
"12692","Comoros","COM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.623
"12693","Cabo Verde","CPV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.972
"12694","Costa Rica","CRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.477
"12695","Caribbean small states","CSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.68462732
"12696","Cuba","CUB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77
"12697","Curacao","CUW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",74.4
"12698","Cayman Islands","CYM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12699","Cyprus","CYP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.412
"12700","Czech Republic","CZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",74.8
"12701","Germany","DEU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.4
"12702","Djibouti","DJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.333
"12703","Dominica","DMA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12704","Denmark","DNK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.8
"12705","Dominican Republic","DOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.877
"12706","Algeria","DZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.85
"12707","East Asia & Pacific (developing only)","EAP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.56321905
"12708","East Asia & Pacific (all income levels)","EAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.28092137
"12709","Europe & Central Asia (developing only)","ECA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.19593064
"12710","Europe & Central Asia (all income levels)","ECS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.97179519
"12711","Ecuador","ECU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.484
"12712","Egypt, Arab Rep.","EGY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.386
"12713","Euro area","EMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.5332058
"12714","Eritrea","ERI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.924
"12715","Spain","ESP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.5
"12716","Estonia","EST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.4
"12717","Ethiopia","ETH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.364
"12718","European Union","EUU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.48204916
"12719","Fragile and conflict affected situations","FCS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.19594161
"12720","Finland","FIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.3
"12721","Fiji","FJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.665
"12722","France","FRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.7
"12723","Faroe Islands","FRO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.5
"12724","Micronesia, Fed. Sts.","FSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.871
"12725","Gabon","GAB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",62.569
"12726","United Kingdom","GBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79
"12727","Georgia","GEO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.644
"12728","Ghana","GHA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.908
"12729","Guinea","GIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",56.442
"12730","Gambia, The","GMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.284
"12731","Guinea-Bissau","GNB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",52.496
"12732","Equatorial Guinea","GNQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",55.18
"12733","Greece","GRC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78
"12734","Grenada","GRD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.45
"12735","Greenland","GRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.56
"12736","Guatemala","GTM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.567
"12737","Guam","GUM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",75.683
"12738","Guyana","GUY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",63.855
"12739","High income","HIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",75.78896333
"12740","Hong Kong SAR, China","HKG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",80.3
"12741","Honduras","HND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.142
"12742","Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",57.87756145
"12743","Croatia","HRV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.8
"12744","Haiti","HTI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.593
"12745","Hungary","HUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.2
"12746","Indonesia","IDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.31
"12747","Isle of Man","IMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12748","India","IND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.671
"12749","Not classified","INX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12750","Ireland","IRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.6
"12751","Iran, Islamic Rep.","IRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.076
"12752","Iraq","IRQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.218
"12753","Iceland","ISL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",80.7
"12754","Israel","ISR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.9
"12755","Italy","ITA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.7
"12756","Jamaica","JAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.696
"12757","Jordan","JOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.006
"12758","Japan","JPN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.44
"12759","Kazakhstan","KAZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.16
"12760","Kenya","KEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.223
"12761","Kyrgyz Republic","KGZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.7
"12762","Cambodia","KHM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.808
"12763","Kiribati","KIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",62.366
"12764","St. Kitts and Nevis","KNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12765","Korea, Rep.","KOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.65
"12766","Kosovo","KSV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.1
"12767","Kuwait","KWT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.194
"12768","Latin America & Caribbean (developing only)","LAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.83670075
"12769","Lao PDR","LAO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",63.483
"12770","Lebanon","LBN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.864
"12771","Liberia","LBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.958
"12772","Libya","LBY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.014
"12773","St. Lucia","LCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.984
"12774","Latin America & Caribbean (all income levels)","LCN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.07604453
"12775","Least developed countries: UN classification","LDC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.51062113
"12776","Low income","LIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.21759647
"12777","Liechtenstein","LIE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.5
"12778","Sri Lanka","LKA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.067
"12779","Lower middle income","LMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.73780691
"12780","Low & middle income","LMY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.05882399
"12781","Lesotho","LSO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",47.99
"12782","Lithuania","LTU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.1
"12783","Luxembourg","LUX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.5
"12784","Latvia","LVA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.6
"12785","Macao SAR, China","MAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.676
"12786","St. Martin (French part)","MAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",75.7
"12787","Morocco","MAR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.943
"12788","Monaco","MCO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12789","Moldova","MDA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.355
"12790","Madagascar","MDG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",62.364
"12791","Maldives","MDV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",75.338
"12792","Middle East & North Africa (all income levels)","MEA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.4393489
"12793","Mexico","MEX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.812
"12794","Marshall Islands","MHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12795","Middle income","MIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.03947943
"12796","Macedonia, FYR","MKD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.655
"12797","Mali","MLI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",56.882
"12798","Malta","MLT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",78.6
"12799","Myanmar","MMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",63.197
"12800","Middle East & North Africa (developing only)","MNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.65519564
"12801","Montenegro","MNE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.264
"12802","Mongolia","MNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.024
"12803","Northern Mariana Islands","MNP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12804","Mozambique","MOZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",52.19
"12805","Mauritania","MRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.832
"12806","Mauritius","MUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.74
"12807","Malawi","MWI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",57.505
"12808","Malaysia","MYS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.037
"12809","North America","NAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.59644778
"12810","Namibia","NAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.544
"12811","New Caledonia","NCL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.8
"12812","Niger","NER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.607
"12813","Nigeria","NGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",51.45
"12814","Nicaragua","NIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.913
"12815","Netherlands","NLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.4
"12816","High income: nonOECD","NOC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.81395893
"12817","Norway","NOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.1
"12818","Nepal","NPL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.052
"12819","New Zealand","NZL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.1
"12820","High income: OECD","OEC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.7666526
"12821","OECD members","OED","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.99041629
"12822","Oman","OMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",74.253
"12823","Other small states","OSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",59.92269864
"12824","Pakistan","PAK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.547
"12825","Panama","PAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",74.059
"12826","Peru","PER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.244
"12827","Philippines","PHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.597
"12828","Palau","PLW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12829","Papua New Guinea","PNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.098
"12830","Poland","POL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.5
"12831","Puerto Rico","PRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",74.78
"12832","Korea, Dem. PeopleÍs Rep.","PRK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.804
"12833","Portugal","PRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",77.3
"12834","Paraguay","PRY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.435
"12835","Pacific island small states","PSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.0249518
"12836","French Polynesia","PYF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.698
"12837","Qatar","QAT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.74
"12838","Romania","ROU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.8
"12839","Russian Federation","RUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64
"12840","Rwanda","RWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",58.65
"12841","South Asia","SAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.84845149
"12842","Saudi Arabia","SAU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.589
"12843","Sudan","SDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",60.937
"12844","Senegal","SEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",63.03
"12845","Singapore","SGP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.5
"12846","Solomon Islands","SLB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.96
"12847","Sierra Leone","SLE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",48.444
"12848","El Salvador","SLV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.463
"12849","San Marino","SMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",80.45181818
"12850","Somalia","SOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",52.795
"12851","Serbia","SRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72
"12852","Sub-Saharan Africa (developing only)","SSA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",55.80102779
"12853","South Sudan","SSD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",53.265
"12854","Sub-Saharan Africa (all income levels)","SSF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",55.80167857
"12855","Small states","SST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",62.75947503
"12856","Sao Tome and Principe","STP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.095
"12857","Suriname","SUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.455
"12858","Slovak Republic","SVK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.3
"12859","Slovenia","SVN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.8
"12860","Sweden","SWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",79.9
"12861","Swaziland","SWZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",49.137
"12862","Sint Maarten (Dutch part)","SXM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12863","Seychelles","SYC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",67.7
"12864","Syrian Arab Republic","SYR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.552
"12865","Turks and Caicos Islands","TCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12866","Chad","TCD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",49.39
"12867","Togo","TGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",57.282
"12868","Thailand","THA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.608
"12869","Tajikistan","TJK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.583
"12870","Turkmenistan","TKM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",61.07
"12871","Timor-Leste","TLS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.066
"12872","Tonga","TON","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.484
"12873","Trinidad and Tobago","TTO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",66.573
"12874","Tunisia","TUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",72.1
"12875","Turkey","TUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.081
"12876","Tuvalu","TUV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",NA
"12877","Tanzania","TZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",61.416
"12878","Uganda","UGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",55.154
"12879","Ukraine","UKR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",65.98
"12880","Upper middle income","UMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",71.99599536
"12881","Uruguay","URY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",73.029
"12882","United States","USA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.3
"12883","Uzbekistan","UZB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",64.738
"12884","St. Vincent and the Grenadines","VCT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.509
"12885","Venezuela, RB","VEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.738
"12886","Virgin Islands (U.S.)","VIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",76.3
"12887","Vietnam","VNM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.409
"12888","Vanuatu","VUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.197
"12889","West Bank and Gaza","PSE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",70.461
"12890","World","WLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",68.71031974
"12891","Samoa","WSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",69.612
"12892","Yemen, Rep.","YEM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",61.755
"12893","South Africa","ZAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",53.482
"12894","Congo, Dem. Rep.","COD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",56.004
"12895","Zambia","ZMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",56.13
"12896","Zimbabwe","ZWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2011",50.815
"12897","Aruba","ABW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",72.836
"12898","Andorra","AND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",NA
"12899","Afghanistan","AFG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",58.524
"12900","Angola","AGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",50.024
"12901","Albania","ALB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",74.843
"12902","Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",68.34146071
"12903","United Arab Emirates","ARE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",75.95
"12904","Argentina","ARG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",72.066
"12905","Armenia","ARM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",70.796
"12906","American Samoa","ASM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",NA
"12907","Antigua and Barbuda","ATG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",73.234
"12908","Australia","AUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",79.9
"12909","Austria","AUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",78.4
"12910","Azerbaijan","AZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",67.582
"12911","Burundi","BDI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",53.941
"12912","Belgium","BEL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",77.8
"12913","Benin","BEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",57.761
"12914","Burkina Faso","BFA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",56.612
"12915","Bangladesh","BGD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",69.711
"12916","Bulgaria","BGR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",70.9
"12917","Bahrain","BHR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",75.513
"12918","Bahamas, The","BHS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",71.953
"12919","Bosnia and Herzegovina","BIH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",73.627
"12920","Belarus","BLR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y2012",66.6
